english_text,tatar_text
Gautam Buddha Prithvi Narayan Shah Tenzing Norgay Sherpa Bhanubhakta Acharya Amar Singh Thapa Manisha Koirala Rajesh Hamal Anmol K.C. Samragyee R.L. Shah Limbu Male and Female of Nepal List of Nepali people Culture of Nepal Demographics of Nepal Religion in Nepal Ethnic groups in Nepal Kazara Languages of Nepal Gurkha Music of Nepal Pages 191 / 192 of the total pdf or pages 156 / 157 in the scanned material shows Nepali castes / ethnic groups Total population : 30 million .,"Гаутам Будда
Притхви Нараян Шах
Тенцинг Норгей Шерпа
Бханубхакта Ачарья
Амар Сингх Тхапа
Маниша Коирала
Раджеш Хамал
Анмол К.С.
Самрагйи Р.Л. Шах
Непалның Лимбу ир-атлары һәм хатын-кызлары
Непал халыклары исемлеге
Непал мәдәнияте
Непал демографиясе
Непалда дин
Непалдагы этник төркемнәр
Казара
Непал телләре
Гуркха
Непал музыкасы
Гомуми PDF-ның 191 / 192 битләре яки сканерланган материалның 156 / 157 битләре Непал касталарын / этник төркемнәрен күрсәтә
Гомуми халык саны: 30 миллион."
"He studied at the Hoch Conservatory in Frankfurt 1903 – 1909 , was briefly an organist in Bonn , then from 1911 professor of composition at the Kiel Conservatory of Music , and from 1928 professor of music theory at the Leipzig Conservatory .","Ул 1903–1909 елларда Франкфурттагы Хох консерваториясендә укый, кыска вакыт Боннда органчы булып эшли, аннары 1911 елдан Киль музыка консерваториясендә композиция профессоры, ә 1928 елдан Лейпциг консерваториясендә музыка теориясе профессоры була."
"On 20 July , the royalist troops incorporated the men that ship lieutenant Manuel Cañas had saved from the Battle of Agua Obispo against lieutenant colonel Atanasio Girardot , now counting with 400 men and 100 cavalry , plus 4 artillery pieces of calibers 6 and 8 , two of each .","20 июльдә роялист гаскәрләре кораб лейтенанты Мануэль Каньяс подполковник Атанасио Жирардотка каршы Агуа Обиспо сугышыннан коткарып калган кешеләрне үзләренә куштылар, хәзер аларның саны 400 кеше һәм 100 атлы гаскәр, шулай ук 6 һәм 8 калибрлы 4 артиллерия коралы (һәрберсеннән икешәр) тәшкил итә иде."
"Polish champion Zbigniew Doda has won twice ( 1964 , 1967 ) , and title runner-up - three times ( 1960 , 1962 , 1965 ) .","Польша чемпионы Збигнев Дода ике тапкыр (1964, 1967) җиңде, ә икенче урынны өч тапкыр (1960, 1962, 1965) яулады."
"So , I love that sometimes we need to go to the opposite side of the world to realize assumptions we didn 't even know we had , and realize that the opposite of them may also be true .","Шулай итеп, миңа шул ошый: кайвакыт безгә үзебез дә белмәгән фаразларны аңлар өчен һәм аларның киресе дә дөрес булырга мөмкин икәнен аңлар өчен дөньяның икенче читенә барырга кирәк."
He and his wife have been recognized as being among the Righteous among the Nations at Yad Vashem .,Ул һәм аның хатыны Яд Вашемда Дөнья халыклары арасында гадел кешеләр дип танылдылар.
Mega-Anime is a Russian distributor of anime content from Japan .,Mega-Anime — Япониядән аниме контентын таратучы Россия дистрибьюторы.
"It is located under Avinguda de Can Peixauet and Avinguda de Santa Coloma , and it was built like many other new L9 metro stations with a 40-metres-depth and 25-metres-diameter well .","Ул Авингуда де Кан Пейшаует һәм Авингуда де Санта Колома астында урнашкан, һәм ул, башка яңа L9 метро станцияләре кебек үк, 40 метр тирәнлектәге һәм 25 метр диаметрлы кое рәвешендә төзелгән."
I need to send a congratulatory teleram on decorated letterhead .,Бизәкле бланкта котлау телеграммасы җибәрергә кирәк.
"Ironically , this is not far from the truth .","Сәер булса да, бу хакыйкатьтән ерак түгел."
He is the former owner of TAG Heuer watches .,Ул TAG Heuer сәгатьләренең элеккеге хуҗасы.
She will give it to Jack .,Ул аны Джека бирәчәк.
Those who have sinned grievously and committed apostasy are beckoned to return .,Зур гөнаһлар кылган һәм диннән чыккан кешеләр кире кайтырга чакырыла.
"1884 : Rip , opéra comique in 3 acts ( with Philippe Gille after Henry Brougham Farnie ) , music by Robert Planquette , Folies-Dramatiques , 11 November .","1884 : Рип, 3 пәрдәле комик опера (Филипп Жиль белән берлектә, Генри Брум Фарни әсәре буенча), Робер Планкетт музыкасы, Фоли-Драматик, 11 ноябрь."
I have lost my key .,Мин ачкычымны югалттым.
26 U.S.C. § 513 ( f ) .,26 АКШ Кодексы § 513 ( f ) .
Korea was annexed by the Empire of Japan in 1910 .,Корея 1910 елда Япония империясе тарафыннан аннексияләнгән.
lot of different types of constrained optimization .,чикләнгән оптимизациянең бик күп төрле төрләре.
Adams was the Federalist frontrunner .,Адамс Федералистлар партиясенең төп намзәте иде.
